Sexe,Classe,Etablissement,Frequence_Ex,Genres_Ex,Autre_Genre,Comprehension,Outils,Aide_Lecon,Difficultes,Autre_Diff,Exemple_Texte,Suggestions,Autre_Sug,Utilite_Citoyen
Masculin,6e,LINGO,Rarement,"Lecture de cartes, Analyse d'un texte ou d'une image",etudes sur terain ,Oui parfois,Oui,Oui un peu,"Pas assez de matériel, Pas assez de temps, Bruit/désordre en classe",,etudes sur les cartes,"Plus de matériel, Plus d'explications, Plus de temps",,Oui
